<DEBUG> 23-Jan-2020::04:00:24.316 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select srvcc" op read
<DEBUG> 23-Jan-2020::04:00:24.316 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select tracerouteSigPort" op read
<DEBUG> 23-Jan-2020::04:00:24.317 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select filterSipSrc" op read
<DEBUG> 23-Jan-2020::04:00:24.317 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select gwSigPort" op read
<DEBUG> 23-Jan-2020::04:00:24.317 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select gwTrunkGroup" op read
<DEBUG> 23-Jan-2020::04:00:24.318 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select h323SigPort" op read
<DEBUG> 23-Jan-2020::04:00:24.318 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select h323TrunkGroup" op read
<DEBUG> 23-Jan-2020::04:00:24.318 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select ipPeer" op read
<DEBUG> 23-Jan-2020::04:00:24.319 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select mtrmConnPort" op read
<DEBUG> 23-Jan-2020::04:00:24.319 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select sipSigPort" op read
<DEBUG> 23-Jan-2020::04:00:24.319 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select sipTrunkGroup" op read
<DEBUG> 23-Jan-2020::04:00:24.320 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select relayPort" op read
<DEBUG> 23-Jan-2020::04:00:24.445 bf060 confd[36529]: devel-snmpa notif dbg:Processing sonusCpEventLogFileDebugLevelInfoNotification in context "" for all snmpNotifyEntries
<DEBUG> 23-Jan-2020::04:00:24.445 bf060 confd[36529]: devel-snmpa notif dbg:Found snmpTargetAddrName "emaTarget-0" (vsn: v2c, address: 127.0.0.1:8162, sec-name: "admin" type: trap) for sonusCpEventLogFileDebugLevelInfoNotification
<DEBUG> 23-Jan-2020::04:00:24.445 bf060 confd[36529]: devel-snmpa notif dbg:Sending packet to 127.0.0.1:8162
<DEBUG> 23-Jan-2020::04:00:26.490 bf060 confd[36529]: devel-cdb connect from PIPE_App
<DEBUG> 23-Jan-2020::04:00:26.490 bf060 confd[36529]: devel-cdb client PIPE_App has pid 36727/56
<DEBUG> 23-Jan-2020::04:00:26.491 bf060 confd[36529]: devel-cdb new session on running for PIPE_App
<DEBUG> 23-Jan-2020::04:00:26.497 bf060 confd[36529]: devel-cdb client PIPE_App closed
<DEBUG> 23-Jan-2020::04:00:27.947 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show" op read
<DEBUG> 23-Jan-2020::04:00:27.997 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "select" op read
<DEBUG> 23-Jan-2020::04:00:28.041 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select sipTrunkGroup" op read
<DEBUG> 23-Jan-2020::04:00:29.112 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show" op read
<DEBUG> 23-Jan-2020::04:00:29.157 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "select" op read
<DEBUG> 23-Jan-2020::04:00:29.197 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "details" op read
<DEBUG> 23-Jan-2020::04:00:29.198 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "display" op read
<DEBUG> 23-Jan-2020::04:00:29.198 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "display json" op read
<DEBUG> 23-Jan-2020::04:00:29.200 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "until" op read
<DEBUG> 23-Jan-2020::04:00:29.200 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "tab" op read
<DEBUG> 23-Jan-2020::04:00:29.201 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "sort-by" op read
<DEBUG> 23-Jan-2020::04:00:29.201 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "save" op read
<DEBUG> 23-Jan-2020::04:00:29.201 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "nomore" op read
<DEBUG> 23-Jan-2020::04:00:29.202 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "more" op read
<DEBUG> 23-Jan-2020::04:00:29.202 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "match-any" op read
